Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,POS Eligble,"Spread Table
1, 4 = Part A
3 = Part B
5 = Part D"
22496,JPALIBA@EC2212F,Derivative Warrants,,"10,000",,NLJPMSP0H542,21/12/2022,,,,,,,Y,,,,,1
22498,JPTENCT@EC2302A,Derivative Warrants,,"10,000",,NLJPMSP0H534,23/02/2023,,,,,,,Y,,,,,1
22499,JPTENCT@EC2301B,Derivative Warrants,,"10,000",,NLJPMSP0H526,19/01/2023,,,,,,,Y,,,,,1
22500,CS-KECL@EC2211A,Derivative Warrants,,"10,000",,CH1155189173,23/11/2022,,,,,,,Y,,,,,1
22501,CS-HSBC@EC2210C,Derivative Warrants,,"4,000",,CH1155189165,21/10/2022,,,,,,,Y,,,,,1
22503,CS-HSBC@EC2212C,Derivative Warrants,,"4,000",,CH1155189157,05/12/2022,,,,,,,Y,,,,,1
22504,CS-BILI@EC2304A,Derivative Warrants,,"10,000",,CH1155189140,21/04/2023,,,,,,,Y,,,,,1
22505,JPTENCT@EC2301C,Derivative Warrants,,"10,000",,NLJPMSP0H518,26/01/2023,,,,,,,Y,,,,,1
22506,JP-HSBC@EP2301A,Derivative Warrants,,"4,000",,NLJPMSP0H500,26/01/2023,,,,,,,Y,,,,,1
22508,JP-HKEX@EC2211A,Derivative Warrants,,"10,000",,NLJPMSP0HZZ7,22/11/2022,,,,,,,Y,,,,,1
22510,JPMTUAN@EC2211D,Derivative Warrants,,"10,000",,NLJPMSP0HZY0,08/11/2022,,,,,,,Y,,,,,1
22512,JP-JDHI@EC2302A,Derivative Warrants,,"2,500",,NLJPMSP0HZD4,28/02/2023,,,,,,,Y,,,,,1
22516,JP-NIO @EC2302A,Derivative Warrants,,"1,000",,NLJPMSP0HZE2,03/02/2023,,,,,,,Y,,,,,1
22517,JPBUDWS@EC2304A,Derivative Warrants,,"1,000",,NLJPMSP0HZX2,28/04/2023,,,,,,,Y,,,,,1
22519,JPCNOOC@EP2305A,Derivative Warrants,,"5,000",,NLJPMSP0HZW4,12/05/2023,,,,,,,Y,,,,,1
22522,JPALIBA@EC2305A,Derivative Warrants,,"10,000",,NLJPMSP0HZV6,15/05/2023,,,,,,,Y,,,,,1
22524,JPLKTEC@EC2302A,Derivative Warrants,,"2,500",,NLJPMSP0HZF9,03/02/2023,,,,,,,Y,,,,,1
22527,JPCSHIP@EC2302A,Derivative Warrants,,"10,000",,NLJPMSP0HZG7,28/02/2023,,,,,,,Y,,,,,1
22528,SGHSTEC@EC2212A,Derivative Warrants,,"10,000",,,29/12/2022,,,,,,,Y,,,,,1
22529,JP-BILI@EC2304A,Derivative Warrants,,"10,000",,NLJPMSP0FAP5,21/04/2023,,,,,,,Y,,,,,1
22531,SGCLIFE@EC2303A,Derivative Warrants,,"5,000",,,23/03/2023,,,,,,,Y,,,,,1
22533,SG-CUNI@EC2306A,Derivative Warrants,,"2,000",,,30/06/2023,,,,,,,Y,,,,,1
22536,SG-WUXI@EC2304A,Derivative Warrants,,"5,000",,,25/04/2023,,,,,,,Y,,,,,1
22538,JPSTANC@EC2305A,Derivative Warrants,,"2,500",,NLJPMSP0FAM2,31/05/2023,,,,,,,Y,,,,,1
22539,HTALIBA@EC2212A,Derivative Warrants,,"10,000",,HK0000820008,29/12/2022,,,,,,,Y,,,,,1
22543,UBLKTEC@EC2302A,Derivative Warrants,,"2,500",,CH1208398516,06/02/2023,,,,,,,Y,,,,,1
22547,UBTENCT@EC2301C,Derivative Warrants,,"10,000",,CH1208385075,30/01/2023,,,,,,,Y,,,,,1
22550,UBTENCT@EC2301D,Derivative Warrants,,"10,000",,CH1208385133,26/01/2023,,,,,,,Y,,,,,1
22551,MBLENOV@EC2212A,Derivative Warrants,,"20,000",,,02/12/2022,,,,,,,Y,,,,,1
22552,UBTENCT@EC2301E,Derivative Warrants,,"10,000",,CH1208385174,16/01/2023,,,,,,,Y,,,,,1
22555,UB-CGSH@EC2302A,Derivative Warrants,,"10,000",,CH1208385067,20/02/2023,,,,,,,Y,,,,,1
22556,UBKSOFT@EC2211A,Derivative Warrants,,"2,000",,CH1208391636,23/11/2022,,,,,,,Y,,,,,1
22561,UBMTUAN@EC2301B,Derivative Warrants,,"10,000",,CH1208385398,26/01/2023,,,,,,,Y,,,,,1
22562,HSPINAN@EC2307A,Derivative Warrants,,"25,000",,HK0000765328,21/07/2023,,,,,,,Y,,,,,1
22565,UB-BYD @EC2212D,Derivative Warrants,,"50,000",,CH1208385216,21/12/2022,,,,,,,Y,,,,,1
22567,UBXIAMI@EC2306A,Derivative Warrants,,"2,000",,CH1208385240,16/06/2023,,,,,,,Y,,,,,1
22568,MBINBIO@EC2304A,Derivative Warrants,,"25,000",,,03/04/2023,,,,,,,Y,,,,,1
22569,MB-ZHY @EC2212A,Derivative Warrants,,"2,500",,,02/12/2022,,,,,,,Y,,,,,1
22570,SGALIBA@EC2305B,Derivative Warrants,,"10,000",,,15/05/2023,,,,,,,Y,,,,,1
22571,SG-CICC@EC2304A,Derivative Warrants,,"4,000",,,06/04/2023,,,,,,,Y,,,,,1
22572,SGJIANC@EC2305A,Derivative Warrants,,"10,000",,,23/05/2023,,,,,,,Y,,,,,1
22573,SGKUASO@EC2306A,Derivative Warrants,,"10,000",,,23/06/2023,,,,,,,Y,,,,,1
22574,MB-CRMH@EC2303A,Derivative Warrants,,"2,500",,,02/03/2023,,,,,,,Y,,,,,1
22575,SGMTUAN@EC2212C,Derivative Warrants,,"10,000",,,23/12/2022,,,,,,,Y,,,,,1
22576,SGTENCT@EC2301C,Derivative Warrants,,"10,000",,,26/01/2023,,,,,,,Y,,,,,1
22578,DS-HKEX@EC2212B,Derivative Warrants,,"10,000",,,21/12/2022,,,,,,,Y,,,,,1
22581,DS-CMOB@EC2212A,Derivative Warrants,,"5,000",,,19/12/2022,,,,,,,Y,,,,,1
22582,MSCLIFE@EC2301A,Derivative Warrants,,"5,000",,,19/01/2023,,,,,,,Y,,,,,1
22583,MBPLYPS@EC2212A,Derivative Warrants,,"10,000",,,09/12/2022,,,,,,,Y,,,,,1
22586,MSPINAN@EC2301A,Derivative Warrants,,"5,000",,,20/01/2023,,,,,,,Y,,,,,1
22587,MSJDCOM@EC2211B,Derivative Warrants,,"5,000",,,23/11/2022,,,,,,,Y,,,,,1
22588,MBCSHEN@EC2301A,Derivative Warrants,,"5,000",,,04/01/2023,,,,,,,Y,,,,,1
22590,MBTENCT@EP2307B,Derivative Warrants,,"5,000",,,04/07/2023,,,,,,,Y,,,,,1
22591,JPXINYI@EC2303A,Derivative Warrants,,"10,000",,NLJPMSP0H666,31/03/2023,,,,,,,Y,,,,,1
22592,JPTENCT@EP2211D,Derivative Warrants,,"10,000",,NLJPMSP0H658,23/11/2022,,,,,,,Y,,,,,1
22594,BITENCT@EC2303B,Derivative Warrants,,"10,000",,HK0000871068,03/03/2023,,,,,,,Y,,,,,1
22595,BITENCT@EP2303B,Derivative Warrants,,"10,000",,HK0000871076,30/03/2023,,,,,,,Y,,,,,1
22600,BI-CKH @EC2301A,Derivative Warrants,,"5,000",,HK0000871084,19/01/2023,,,,,,,Y,,,,,1
22602,MS-CSPC@EC2303A,Derivative Warrants,,"1,000",,,30/03/2023,,,,,,,Y,,,,,1
22605,MSTENCT@EC2302A,Derivative Warrants,,"10,000",,,06/02/2023,,,,,,,Y,,,,,1
22606,CSALIBA@EC2305B,Derivative Warrants,,"10,000",,CH1195357681,15/05/2023,,,,,,,Y,,,,,1
22607,CSTENCT@EC2301C,Derivative Warrants,,"10,000",,CH1195357699,30/01/2023,,,,,,,Y,,,,,1
22608,CSTENCT@EC2301D,Derivative Warrants,,"10,000",,CH1195357707,26/01/2023,,,,,,,Y,,,,,1
22612,UB-KECL@EC2211A,Derivative Warrants,,"10,000",,CH1159234157,17/11/2022,,,,,,,Y,,,,,1
22613,CSALIBA@EC2305C,Derivative Warrants,,"10,000",,CH1195357715,25/05/2023,,,,,,,Y,,,,,1
22614,CSTENCT@EC2301E,Derivative Warrants,,"10,000",,CH1195357723,16/01/2023,,,,,,,Y,,,,,1
22615,BIPINAN@EC2302A,Derivative Warrants,,"25,000",,HK0000765443,23/02/2023,,,,,,,Y,,,,,1
22617,VTXIAMI@EC2302A,Derivative Warrants,,"2,000",,CH1197376531,28/02/2023,,,,,,,Y,,,,,1
22618,VT-CNBM@EC2309A,Derivative Warrants,,"10,000",,CH1197378891,29/09/2023,,,,,,,Y,,,,,1
22619,VT-MTRC@EC2302A,Derivative Warrants,,"5,000",,CH1197378909,06/02/2023,,,,,,,Y,,,,,1
22620,MBTENCT@EC2302B,Derivative Warrants,,"10,000",,,06/02/2023,,,,,,,Y,,,,,1
22621,MBTENCT@EC2307C,Derivative Warrants,,"10,000",,,04/07/2023,,,,,,,Y,,,,,1
22622,MBMTUAN@EC2302C,Derivative Warrants,,"10,000",,,06/02/2023,,,,,,,Y,,,,,1
22624,MBALIBA@EP2303A,Derivative Warrants,,"5,000",,,02/03/2023,,,,,,,Y,,,,,1
22625,UB-NIO @EC2302A,Derivative Warrants,,"1,000",,CH1208398508,06/02/2023,,,,,,,Y,,,,,1
22626,UB-HSBC@EC2212C,Derivative Warrants,,"4,000",,CH1159234108,05/12/2022,,,,,,,Y,,,,,1
22629,UBSANDS@EC2303A,Derivative Warrants,,"4,000",,CH1208385281,27/03/2023,,,,,,,Y,,,,,1
22630,UBJIANC@EC2305A,Derivative Warrants,,"10,000",,CH1208385034,23/05/2023,,,,,,,Y,,,,,1
22634,JP-HSI @EC2302B,Derivative Warrants,,"10,000",,NLJPMSP0H682,27/02/2023,,,,,,,Y,,,,,1
22635,UB-BILI@EC2304A,Derivative Warrants,,"10,000",,CH1159214555,21/04/2023,,,,,,,Y,,,,,1
22636,JPJDCOM@EC2211B,Derivative Warrants,,"5,000",,NLJPMSP0H641,25/11/2022,,,,,,,Y,,,,,1
22637,JPMTUAN@EC2211E,Derivative Warrants,,"10,000",,NLJPMSP0H633,23/11/2022,,,,,,,Y,,,,,1
22639,JP-HSBC@EC2211C,Derivative Warrants,,"4,000",,NLJPMSP0H625,04/11/2022,,,,,,,Y,,,,,1
22641,JP-GCL @EC2307A,Derivative Warrants,,"5,000",,NLJPMSP0H583,24/07/2023,,,,,,,Y,,,,,1
22642,JPPINAN@EC2301A,Derivative Warrants,,"5,000",,NLJPMSP0H617,20/01/2023,,,,,,,Y,,,,,1
22645,JPJIANC@EC2305A,Derivative Warrants,,"10,000",,NLJPMSP0H609,23/05/2023,,,,,,,Y,,,,,1
22646,JPCLIFE@EC2301A,Derivative Warrants,,"5,000",,NLJPMSP0H5Z3,19/01/2023,,,,,,,Y,,,,,1
22647,JP-HSI @EC2301B,Derivative Warrants,,"10,000",,NLJPMSP0H674,30/01/2023,,,,,,,Y,,,,,1
22648,JPCSHST@EC2302A,Derivative Warrants,,200,,NLJPMSP0H5Y6,06/02/2023,,,,,,,Y,,,,,1
22653,CS-GEG @EP2212A,Derivative Warrants,,"5,000",,CH1155189355,21/12/2022,,,,,,,Y,,,,,1
22656,GSTENCT@EC2301C,Derivative Warrants,,"10,000",,,16/01/2023,,,,,,,Y,,,,,1
22657,VTPINAN@EC2302A,Derivative Warrants,,"25,000",,CH1124586491,27/02/2023,,,,,,,Y,,,,,1
22658,GSALIBA@EP2211A,Derivative Warrants,,"5,000",,,25/11/2022,,,,,,,Y,,,,,1
22660,JP-HSI @EP2212B,Derivative Warrants,,"10,000",,NLJPMSP0FBL2,29/12/2022,,,,,,,Y,,,,,1
22662,GSTENCT@EC2301D,Derivative Warrants,,"10,000",,,26/01/2023,,,,,,,Y,,,,,1
22663,GSXIAMI@EP2212A,Derivative Warrants,,"1,000",,,19/12/2022,,,,,,,Y,,,,,1
22668,HSTENCT@EC2301B,Derivative Warrants,,"10,000",,HK0000871092,26/01/2023,,,,,,,Y,,,,,1
22672,MB-CUNI@EC2301A,Derivative Warrants,,"10,000",,,04/01/2023,,,,,,,Y,,,,,1
22674,HSTENCT@EC2301C,Derivative Warrants,,"10,000",,HK0000871100,16/01/2023,,,,,,,Y,,,,,1
22676,JPLININ@EP2211A,Derivative Warrants,,"25,000",,NLJPMSP0FBF4,25/11/2022,,,,,,,Y,,,,,1
22677,HSALIBA@EP2303C,Derivative Warrants,,"5,000",,HK0000871118,31/03/2023,,,,,,,Y,,,,,1
22679,JP-HSBC@EC2212D,Derivative Warrants,,"4,000",,NLJPMSP0FBD9,05/12/2022,,,,,,,Y,,,,,1
22680,HSALIBA@EP2304A,Derivative Warrants,,"10,000",,HK0000871126,28/04/2023,,,,,,,Y,,,,,1
22682,HS-AIA @EC2305A,Derivative Warrants,,"10,000",,HK0000871134,22/05/2023,,,,,,,Y,,,,,1
22683,HS-HSI @EC2302B,Derivative Warrants,,"10,000",,HK0000871142,27/02/2023,,,,,,,Y,,,,,1
22684,HS-HSI @EC2212E,Derivative Warrants,,"10,000",,HK0000871159,29/12/2022,,,,,,,Y,,,,,1
22686,HS-HSI @EP2302A,Derivative Warrants,,"10,000",,HK0000871167,27/02/2023,,,,,,,Y,,,,,1
22687,HS-HSI @EC2302C,Derivative Warrants,,"10,000",,HK0000871175,27/02/2023,,,,,,,Y,,,,,1
22692,SG-AAC @EC2310A,Derivative Warrants,,"25,000",,,31/10/2023,,,,,,,Y,,,,,1
22694,CTALIHI@EC2212A,Derivative Warrants,,"20,000",,DE000KE9SHN2,28/12/2022,,,,,,,Y,,,,,1
22695,MSTENCT@EP2301B,Derivative Warrants,,"10,000",,,26/01/2023,,,,,,,Y,,,,,1
22699,GS-SHKP@EC2306A,Derivative Warrants,,"2,500",,,30/06/2023,,,,,,,Y,,,,,1
22703,CTJDCOM@EP2212B,Derivative Warrants,,"5,000",,DE000KF9EDM2,29/12/2022,,,,,,,Y,,,,,1
22704,CT-CCB @EP2307A,Derivative Warrants,,"1,000",,DE000KF9EDN0,28/07/2023,,,,,,,Y,,,,,1
22706,CT-AAC @EC2302B,Derivative Warrants,,"5,000",,DE000KF9EDP5,27/02/2023,,,,,,,Y,,,,,1
22707,MB-JDL @EC2211B,Derivative Warrants,,"1,000",,,15/11/2022,,,,,,,Y,,,,,1
22709,GS-HSBC@EC2210C,Derivative Warrants,,"4,000",,,21/10/2022,,,,,,,Y,,,,,1
22715,MB-SGC @EC2309A,Derivative Warrants,,"4,000",,,04/09/2023,,,,,,,Y,,,,,1
22716,MBPICCG@EC2304A,Derivative Warrants,,"1,000",,,03/04/2023,,,,,,,Y,,,,,1
22717,SG-CLIT@EC2404A,Derivative Warrants,,"10,000",,,12/04/2024,,,,,,,Y,,,,,1
22718,SGINBIO@EC2312A,Derivative Warrants,,"25,000",,,06/12/2023,,,,,,,Y,,,,,1
22719,SG-JDL @EC2301A,Derivative Warrants,,"1,000",,,26/01/2023,,,,,,,Y,,,,,1
22720,CTALIBA@EC2212B,Derivative Warrants,,"10,000",,DE000KF9E138,28/12/2022,,,,,,,Y,,,,,1
22723,SGXINYI@EC2309A,Derivative Warrants,,"10,000",,,13/09/2023,,,,,,,Y,,,,,1
22724,SGKSOFT@EC2302A,Derivative Warrants,,"2,000",,,28/02/2023,,,,,,,Y,,,,,1
22725,UBXINTE@EC2301A,Derivative Warrants,,"4,000",,CH1208386727,26/01/2023,,,,,,,Y,,,,,1
22726,CT-HSI @EP2212B,Derivative Warrants,,"10,000",,DE000KF9E120,29/12/2022,,,,,,,Y,,,,,1
22728,CTALIBA@EC2309A,Derivative Warrants,,"10,000",,DE000KF9E104,28/09/2023,,,,,,,Y,,,,,1
22729,UBALIBA@EC2305B,Derivative Warrants,,"10,000",,CH1208380282,25/05/2023,,,,,,,Y,,,,,1
22730,UB-HSI @EC2302B,Derivative Warrants,,"10,000",,CH1208380324,27/02/2023,,,,,,,Y,,,,,1
22731,UB-HSI @EC2301B,Derivative Warrants,,"10,000",,CH1208380365,30/01/2023,,,,,,,Y,,,,,1
22732,UBALUCO@EC2406A,Derivative Warrants,,"10,000",,CH1208380233,26/06/2024,,,,,,,Y,,,,,1
22733,UBGEELY@EC2302B,Derivative Warrants,,"10,000",,CH1208380191,21/02/2023,,,,,,,Y,,,,,1
22734,HS-GWMC@EC2301A,Derivative Warrants,,"5,000",,HK0000872488,18/01/2023,,,,,,,Y,,,,,1
22738,HS-BYD @EC2302A,Derivative Warrants,,"50,000",,HK0000872496,07/02/2023,,,,,,,Y,,,,,1
22741,HSGEELY@EC2304A,Derivative Warrants,,"10,000",,HK0000872504,28/04/2023,,,,,,,Y,,,,,1
22742,HSJDCOM@EC2302A,Derivative Warrants,,"5,000",,HK0000872512,07/02/2023,,,,,,,Y,,,,,1
22743,CS-HSI @EC2212C,Derivative Warrants,,"10,000",,CH1195358077,29/12/2022,,,,,,,Y,,,,,1
22744,CS-GCL @EC2307A,Derivative Warrants,,"5,000",,CH1195358069,24/07/2023,,,,,,,Y,,,,,1
22747,CSPINAN@EC2301A,Derivative Warrants,,"5,000",,CH1195358051,20/01/2023,,,,,,,Y,,,,,1
22748,CSMTUAN@EC2211D,Derivative Warrants,,"10,000",,CH1195358044,23/11/2022,,,,,,,Y,,,,,1
22756,CS-HKEX@EC2303B,Derivative Warrants,,"10,000",,CH1195358036,23/03/2023,,,,,,,Y,,,,,1
22757,CSGEELY@EP2212A,Derivative Warrants,,"10,000",,CH1195358028,20/12/2022,,,,,,,Y,,,,,1
22758,MS-GEG @EP2212A,Derivative Warrants,,"5,000",,,21/12/2022,,,,,,,Y,,,,,1
22760,CSXIAMI@EC2302B,Derivative Warrants,,"2,000",,CH1195358010,20/02/2023,,,,,,,Y,,,,,1
22761,CSXIAMI@EC2306A,Derivative Warrants,,"2,000",,CH1195358002,16/06/2023,,,,,,,Y,,,,,1
22762,SGHSTEC@EP2303A,Derivative Warrants,,"10,000",,,30/03/2023,,,,,,,Y,,,,,1
22763,BIPINAN@EC2307A,Derivative Warrants,,"25,000",,HK0000821006,21/07/2023,,,,,,,Y,,,,,1
22764,VT-CKH @EC2302A,Derivative Warrants,,"5,000",,CH1197383156,28/02/2023,,,,,,,Y,,,,,1
22765,BIPINAN@EP2211A,Derivative Warrants,,"25,000",,HK0000821014,30/11/2022,,,,,,,Y,,,,,1
22769,VT-CUNI@EC2303A,Derivative Warrants,,"2,000",,CH1197383164,31/03/2023,,,,,,,Y,,,,,1
22777,VTCMOLY@EC2307A,Derivative Warrants,,"15,000",,CH1197383149,27/07/2023,,,,,,,Y,,,,,1
22778,VT-CTWR@EC2406A,Derivative Warrants,,"2,000",,CH1197383172,28/06/2024,,,,,,,Y,,,,,1
22779,VT-SMIC@EC2212A,Derivative Warrants,,"5,000",,CH1197383131,30/12/2022,,,,,,,Y,,,,,1
22781,GSMTUAN@EC2212D,Derivative Warrants,,"10,000",,,23/12/2022,,,,,,,Y,,,,,1
22783,GSTENCT@EC2301E,Derivative Warrants,,"10,000",,,30/01/2023,,,,,,,Y,,,,,1
22785,GS-BYD @EC2301A,Derivative Warrants,,"50,000",,,26/01/2023,,,,,,,Y,,,,,1
22786,GSPINAN@EC2302A,Derivative Warrants,,"25,000",,,16/02/2023,,,,,,,Y,,,,,1
22788,GSALIBA@EC2212E,Derivative Warrants,,"5,000",,,23/12/2022,,,,,,,Y,,,,,1
22789,GJMTUAN@EC2212C,Derivative Warrants,,"10,000",,HK0000872520,23/12/2022,,,,,,,Y,,,,,1
22796,MBMTUAN@EC2211A,Derivative Warrants,,"10,000",,,02/11/2022,,,,,,,Y,,,,,1
22798,GJPINAN@EC2301A,Derivative Warrants,,"5,000",,HK0000872538,20/01/2023,,,,,,,Y,,,,,1
22799,MBXIAMI@EC2211A,Derivative Warrants,,"2,000",,,02/11/2022,,,,,,,Y,,,,,1
22800,JP-BYD @EC2212C,Derivative Warrants,,"50,000",,NLJPMSP0H6P2,21/12/2022,,,,,,,Y,,,,,1
22801,JP-MPSC@EC2301A,Derivative Warrants,,"1,000",,NLJPMSP0H6O5,06/01/2023,,,,,,,Y,,,,,1
22803,MB-AAC @EP2212A,Derivative Warrants,,"5,000",,,02/12/2022,,,,,,,Y,,,,,1
22804,JPTENCT@EC2301D,Derivative Warrants,,"10,000",,NLJPMSP0H6N7,30/01/2023,,,,,,,Y,,,,,1
22806,JPALIBA@EP2303B,Derivative Warrants,,"10,000",,NLJPMSP0H6M9,23/03/2023,,,,,,,Y,,,,,1
22807,JPXIAMI@EC2306A,Derivative Warrants,,"2,000",,NLJPMSP0H6L1,16/06/2023,,,,,,,Y,,,,,1
22808,JPCSA50@EC2310A,Derivative Warrants,,"1,000",,NLJPMSP0H6K3,26/10/2023,,,,,,,Y,,,,,1
22809,JPANTAS@EC2301A,Derivative Warrants,,"10,000",,NLJPMSP0H6J5,26/01/2023,,,,,,,Y,,,,,1
22814,SG-HSI @EP2212F,Derivative Warrants,,"10,000",,,29/12/2022,,,,,,,Y,,,,,1
22815,SGTENCT@EP2302A,Derivative Warrants,,"10,000",,,28/02/2023,,,,,,,Y,,,,,1
22817,MSGEELY@EC2305A,Derivative Warrants,,"10,000",,,15/05/2023,,,,,,,Y,,,,,1
22820,SGALIBA@EP2303B,Derivative Warrants,,"10,000",,,31/03/2023,,,,,,,Y,,,,,1
22821,SGMTUAN@EP2302A,Derivative Warrants,,"10,000",,,28/02/2023,,,,,,,Y,,,,,1
22823,GJKUASO@EC2301A,Derivative Warrants,,"5,000",,HK0000872942,30/01/2023,,,,,,,Y,,,,,1
22824,GJ-GEG @EC2301A,Derivative Warrants,,"10,000",,HK0000872959,18/01/2023,,,,,,,Y,,,,,1
22825,BI-CTWR@EC2306A,Derivative Warrants,,"2,000",,HK0000766201,27/06/2023,,,,,,,Y,,,,,1
22826,MBLKTEC@EC2302A,Derivative Warrants,,"2,500",,,08/02/2023,,,,,,,Y,,,,,1
22827,MBJIANC@EC2306A,Derivative Warrants,,"10,000",,,02/06/2023,,,,,,,Y,,,,,1
22828,MBCRAIL@EC2303A,Derivative Warrants,,"1,000",,,02/03/2023,,,,,,,Y,,,,,1
22831,MB-BYD @EC2302A,Derivative Warrants,,"50,000",,,08/02/2023,,,,,,,Y,,,,,1
22832,MB-OOIL@EC2211A,Derivative Warrants,,"5,000",,,22/11/2022,,,,,,,Y,,,,,1
22833,MBCSOFT@EC2302A,Derivative Warrants,,"1,000",,,08/02/2023,,,,,,,Y,,,,,1
22841,MBASMPT@EC2307A,Derivative Warrants,,"5,000",,,18/07/2023,,,,,,,Y,,,,,1
22842,MBDTRNP@EC2302A,Derivative Warrants,,"1,000",,,08/02/2023,,,,,,,Y,,,,,1
22843,MBCSHCL@EC2304A,Derivative Warrants,,"5,000",,,03/04/2023,,,,,,,Y,,,,,1
22845,EATENCT@EC2210A,Derivative Warrants,,"50,000",,HK0000766250,24/10/2022,,,,,,,Y,,,,,1
22847,MB-NIO @EC2302A,Derivative Warrants,,"1,000",,,08/02/2023,,,,,,,Y,,,,,1
22849,MB-NIO @EC2304A,Derivative Warrants,,"1,000",,,03/04/2023,,,,,,,Y,,,,,1
22850,MB-AAC @EC2307A,Derivative Warrants,,"5,000",,,04/07/2023,,,,,,,Y,,,,,1
22851,MB-COSL@EC2306A,Derivative Warrants,,"20,000",,,16/06/2023,,,,,,,Y,,,,,1
22852,MBCLIFE@EC2402A,Derivative Warrants,,"5,000",,,02/02/2024,,,,,,,Y,,,,,1
22854,UB-HKEX@EC2303B,Derivative Warrants,,"10,000",,CH1208387469,23/03/2023,,,,,,,Y,,,,,1
22856,UB-MPSC@EC2301A,Derivative Warrants,,"1,000",,CH1208387493,06/01/2023,,,,,,,Y,,,,,1
22858,UBCSHIP@EC2302A,Derivative Warrants,,"10,000",,CH1208387543,21/02/2023,,,,,,,Y,,,,,1
22859,UB-GCL @EC2307A,Derivative Warrants,,"5,000",,CH1208393897,24/07/2023,,,,,,,Y,,,,,1
22860,BITENCT@EC2301B,Derivative Warrants,,"10,000",,HK0000872967,30/01/2023,,,,,,,Y,,,,,1
22861,MBCSHIP@EC2302A,Derivative Warrants,,"10,000",,,21/02/2023,,,,,,,Y,,,,,1
22862,MB-PSBC@EC2301B,Derivative Warrants,,"1,000",,,31/01/2023,,,,,,,Y,,,,,1
22863,MB-FGG @EC2302A,Derivative Warrants,,"10,000",,,08/02/2023,,,,,,,Y,,,,,1
22867,MBSMORE@EC2302A,Derivative Warrants,,"10,000",,,08/02/2023,,,,,,,Y,,,,,1
22868,CT-COVS@EC2303A,Derivative Warrants,,"5,000",,DE000KF9EDQ3,30/03/2023,,,,,,,Y,,,,,1
22869,CTALIBA@EP2211A,Derivative Warrants,,"5,000",,DE000KF9EDR1,29/11/2022,,,,,,,Y,,,,,1
22871,CT-ACMT@EC2303A,Derivative Warrants,,"5,000",,DE000KF9EDS9,30/03/2023,,,,,,,Y,,,,,1
22874,CT-ICBC@EP2305A,Derivative Warrants,,"1,000",,DE000KF9EDT7,30/05/2023,,,,,,,Y,,,,,1
22875,JP-GEG @EP2212A,Derivative Warrants,,"5,000",,NLJPMSP0FC89,23/12/2022,,,,,,,Y,,,,,1
22876,CT-CMB @EC2211A,Derivative Warrants,,"5,000",,DE000KF9EDU5,29/11/2022,,,,,,,Y,,,,,1
22879,JPTBREW@EC2210A,Derivative Warrants,,"10,000",,NLJPMSP0FC55,31/10/2022,,,,,,,Y,,,,,1
22880,MBBOEVX@EC2302A,Derivative Warrants,,"10,000",,,08/02/2023,,,,,,,Y,,,,,1
22881,CSMTUAN@EC2211E,Derivative Warrants,,"10,000",,CH1195358283,08/11/2022,,,,,,,Y,,,,,1
22883,CSBYDEI@EC2212A,Derivative Warrants,,"5,000",,CH1195358275,30/12/2022,,,,,,,Y,,,,,1
22884,CS-DGL @EC2303A,Derivative Warrants,,"10,000",,CH1195358267,13/03/2023,,,,,,,Y,,,,,1
22886,CS-AAC @EC2302B,Derivative Warrants,,"5,000",,CH1195358259,22/02/2023,,,,,,,Y,,,,,1
22887,CSCRPOW@EC2212A,Derivative Warrants,,"20,000",,CH1195358242,21/12/2022,,,,,,,Y,,,,,1
22888,VTXPENG@EC2303A,Derivative Warrants,,"10,000",,CH1197383750,31/03/2023,,,,,,,Y,,,,,1
22889,VTCCCCL@EC2302A,Derivative Warrants,,"1,000",,CH1197383735,28/02/2023,,,,,,,Y,,,,,1
22890,VTJDCOM@EC2302A,Derivative Warrants,,"5,000",,CH1197383768,28/02/2023,,,,,,,Y,,,,,1
22892,VTZHJIN@EC2303A,Derivative Warrants,,"2,500",,CH1197383743,20/03/2023,,,,,,,Y,,,,,1
22896,GSXIAMI@EC2306A,Derivative Warrants,,"2,000",,,16/06/2023,,,,,,,Y,,,,,1
22899,GSTENCT@EC2302A,Derivative Warrants,,"10,000",,,23/02/2023,,,,,,,Y,,,,,1
22900,GS-AIA @EC2305A,Derivative Warrants,,"10,000",,,22/05/2023,,,,,,,Y,,,,,1
22901,GSGEELY@EC2212B,Derivative Warrants,,"10,000",,,21/12/2022,,,,,,,Y,,,,,1
22903,JP-PAHT@EC2301A,Derivative Warrants,,"1,000",,NLJPMSP0H7I5,20/01/2023,,,,,,,Y,,,,,1
22904,JP-GWMC@EP2303A,Derivative Warrants,,"5,000",,NLJPMSP0H7H7,27/03/2023,,,,,,,Y,,,,,1
22907,JPCRPOW@EC2212B,Derivative Warrants,,"20,000",,NLJPMSP0H7G9,30/12/2022,,,,,,,Y,,,,,1
22909,JP-SJM @EC2302A,Derivative Warrants,,"1,000",,NLJPMSP0H7F1,08/02/2023,,,,,,,Y,,,,,1
